index,player,pos,tm,mp_per_game,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,drb,ast,stl,blk,tov,pf,tspercent,x3par,ftr,orbpercent,drbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ows,dws,obpm,dbpm,i
5440,Brad Lohaus,PF,MIL,22.1,0.461,1.1,2.9,0.37,2.5,4.8,0.516,0.9,1.3,0.723,0.7,2.7,1.6,0.6,0.9,1.2,2.2,0.55,0.375,0.16399999999999998,3.8,14.3,10.8,1.3,2.7,12.4,18.2,1.4,1.3,-0.5,-0.3,1993
5441,Grant Long,PF,MIA,35.9,0.469,0.1,0.3,0.231,5.1,10.8,0.47600000000000003,3.4,4.5,0.765,2.6,4.9,2.4,1.4,0.4,1.8,3.5,0.532,0.031,0.40299999999999997,8.1,15.9,10.5,1.9,0.8,11.8,18.0,3.6,2.9,0.5,1.3,1993
5442,Luc Longley,C,MIN,19.0,0.455,0.0,0.0,0.0,2.4,5.3,0.455,1.0,1.3,0.716,1.3,3.1,0.9,0.9,1.4,1.6,3.1,0.491,0.0,0.253,8.2,19.3,7.6,2.3,4.7,21.3,17.5,-1.1,1.3,-4.8,2.3,1993
5446,Mark Macon,PG,DEN,23.8,0.415,0.0,0.1,0.0,3.3,7.8,0.42100000000000004,0.9,1.3,0.7,0.7,1.5,2.6,1.4,0.1,1.5,2.8,0.439,0.016,0.157,3.0,6.5,15.6,2.9,0.2,15.0,17.1,-0.8,1.3,-3.3,0.4,1993
5448,Dan Majerle,SG,PHO,39.0,0.46399999999999997,2.0,5.3,0.381,4.2,8.0,0.52,2.5,3.2,0.778,1.5,3.2,3.8,1.7,0.4,1.6,2.2,0.573,0.4,0.23800000000000002,4.3,8.9,13.4,2.1,0.6,9.9,17.3,6.6,3.2,3.5,0.5,1993
5449,Jeff Malone,SG,UTA,32.4,0.494,0.0,0.1,0.33299999999999996,7.5,15.1,0.495,3.0,3.5,0.852,0.4,1.8,1.6,0.5,0.1,1.6,1.5,0.5379999999999999,0.006999999999999999,0.23,1.4,6.1,8.2,0.8,0.1,8.6,24.4,2.4,1.2,-1.1,-2.6,1993
5450,Karl Malone*,PF,UTA,37.8,0.552,0.0,0.2,0.2,9.7,17.4,0.557,7.5,10.2,0.74,2.8,8.4,3.8,1.5,1.0,2.9,3.2,0.612,0.013999999999999999,0.579,8.6,24.6,16.9,2.0,1.8,11.7,28.4,10.4,5.0,5.4,2.2,1993
5452,Danny Manning,PF,LAC,34.9,0.509,0.1,0.4,0.267,8.8,17.1,0.514,4.9,6.1,0.802,2.5,4.1,2.6,1.4,1.3,2.9,4.1,0.565,0.022000000000000002,0.35100000000000003,7.8,13.1,11.7,1.9,2.3,12.6,27.2,4.7,3.1,2.0,0.1,1993
5453,Sarunas Marciulionis*,SF,GSW,27.9,0.5429999999999999,0.1,0.5,0.2,5.8,10.4,0.5589999999999999,5.4,7.1,0.7609999999999999,1.3,1.9,3.5,1.7,0.1,2.5,3.1,0.618,0.046,0.649,5.3,7.6,19.0,2.9,0.1,15.3,24.3,2.3,0.6,3.2,-0.8,1993
5454,Anthony Mason,PF,NYK,30.6,0.502,0.0,0.0,0.0,3.9,7.8,0.502,2.5,3.6,0.682,2.9,5.0,2.1,0.5,0.2,1.7,3.0,0.5489999999999999,0.0,0.46399999999999997,10.7,17.8,10.1,0.9,0.5,15.3,15.6,2.7,4.7,-0.5,2.7,1993
5456,Vernon Maxwell,SG,HOU,31.7,0.40700000000000003,1.7,5.1,0.332,3.2,7.0,0.461,2.3,3.2,0.7190000000000001,0.4,2.7,4.2,1.2,0.1,2.0,1.7,0.512,0.42100000000000004,0.266,1.6,9.1,19.6,1.9,0.2,12.7,21.5,1.4,2.5,0.6,-0.9,1993
5457,Lee Mayberry,PG,MIL,18.3,0.456,0.5,1.3,0.391,1.6,3.2,0.483,0.5,0.8,0.574,0.3,1.1,3.3,0.7,0.1,1.0,1.8,0.524,0.293,0.18100000000000002,2.0,7.1,25.4,2.0,0.3,17.3,14.0,1.1,0.6,-1.4,-2.2,1993
5458,Travis Mays,PG,ATL,16.1,0.41700000000000004,0.6,1.7,0.345,2.0,4.6,0.444,1.1,1.7,0.659,0.4,0.7,1.5,0.4,0.1,1.0,1.2,0.494,0.272,0.265,2.7,4.9,13.2,1.3,0.2,12.9,20.8,0.1,0.2,-2.0,-3.4,1993
5459,Bob McCann,SF,MIN,19.4,0.488,0.0,0.0,0.0,2.5,5.2,0.49,1.2,1.9,0.625,1.2,2.4,0.9,0.6,0.7,1.0,2.6,0.519,0.005,0.371,7.3,14.8,7.0,1.7,2.4,14.2,16.1,0.2,1.1,-3.0,0.1,1993
5460,George McCloud,SF,IND,19.2,0.41100000000000003,0.7,2.3,0.32,2.0,4.4,0.45899999999999996,1.0,1.3,0.735,0.8,1.9,2.5,0.7,0.1,1.4,2.1,0.496,0.345,0.19399999999999998,4.4,10.5,18.0,1.8,0.5,15.8,19.1,0.4,1.0,-0.4,-1.1,1993
5461,Rodney McCray,SF,CHI,15.9,0.451,0.0,0.1,0.4,1.4,3.1,0.452,0.6,0.8,0.6920000000000001,0.8,1.6,1.3,0.2,0.2,0.8,1.5,0.489,0.025,0.255,5.8,12.3,10.1,0.6,1.0,18.9,11.9,0.1,0.8,-3.6,-0.4,1993
5462,Xavier McDaniel,PF,BOS,27.0,0.495,0.1,0.3,0.273,5.5,11.0,0.5,2.3,2.9,0.7929999999999999,2.0,3.9,2.0,0.9,0.6,2.1,3.0,0.539,0.024,0.261,8.7,16.2,11.0,1.6,1.4,14.2,23.6,1.9,2.5,0.3,0.5,1993
5463,Kevin McHale*,PF,BOS,23.3,0.45899999999999996,0.0,0.3,0.111,4.2,8.9,0.469,2.3,2.7,0.841,1.3,3.7,1.0,0.2,0.8,1.3,1.8,0.519,0.027999999999999997,0.3,6.6,17.8,6.4,0.5,2.2,11.1,21.7,1.2,1.6,-1.9,-0.6,1993
5464,Derrick McKey,SF,SEA,31.7,0.496,0.5,1.5,0.35700000000000004,4.5,8.7,0.519,2.9,3.9,0.741,1.6,2.7,2.6,1.4,0.8,2.0,2.7,0.568,0.14400000000000002,0.381,5.7,10.0,11.2,2.2,1.6,14.3,18.3,3.6,3.0,1.4,1.1,1993
5465,Nate McMillan,PG,SEA,27.1,0.46399999999999997,0.3,0.9,0.385,2.6,5.4,0.47700000000000004,1.3,1.8,0.7090000000000001,1.2,3.0,5.3,2.4,0.5,1.9,3.3,0.527,0.142,0.292,4.9,13.3,25.2,4.4,1.1,21.2,14.0,1.9,3.7,0.9,3.5,1993
5466,Oliver Miller,C,PHO,19.1,0.475,0.0,0.1,0.0,2.2,4.5,0.48,1.3,1.8,0.71,1.3,3.7,2.1,0.7,1.8,1.9,2.6,0.523,0.012,0.392,7.5,20.9,14.3,1.7,5.6,26.5,15.7,-0.4,1.9,-3.2,4.5,1993
5467,Reggie Miller*,SG,IND,36.0,0.479,2.0,5.1,0.39899999999999997,4.9,9.4,0.522,5.2,5.9,0.88,0.8,2.3,3.2,1.5,0.3,1.8,2.2,0.617,0.35100000000000003,0.40700000000000003,2.5,7.0,13.4,2.0,0.6,9.3,22.2,9.6,1.7,5.4,-1.6,1993
5468,Terry Mills,PF,DET,27.0,0.461,0.1,0.4,0.278,6.0,12.8,0.467,2.5,3.1,0.7909999999999999,2.2,3.7,1.4,0.5,0.6,1.8,3.5,0.506,0.034,0.237,8.5,15.7,8.5,1.0,1.5,10.7,26.0,1.7,2.1,-1.0,-0.7,1993
5469,Harold Miner,SG,MIA,18.9,0.475,0.0,0.1,0.33299999999999996,4.0,8.3,0.47700000000000004,2.2,2.9,0.762,1.0,1.0,1.0,0.5,0.1,1.3,1.8,0.529,0.015,0.348,6.0,6.2,9.3,1.2,0.4,11.5,25.1,1.3,0.7,-1.1,-2.8,1993
5470,Sam Mitchell,SF,IND,17.3,0.445,0.0,0.3,0.174,2.6,5.7,0.45899999999999996,1.9,2.3,0.8109999999999999,1.1,1.9,0.9,0.3,0.1,0.6,2.6,0.517,0.048,0.38299999999999995,7.4,12.0,7.7,0.8,0.5,8.3,18.6,2.1,0.7,-0.9,-2.2,1993
5472,Chris Morris,SF,NJN,29.9,0.48100000000000004,0.2,1.0,0.22399999999999998,5.4,10.8,0.504,2.6,3.2,0.794,2.9,2.9,1.4,1.9,0.7,1.5,2.2,0.534,0.084,0.273,10.7,10.8,7.2,3.1,1.4,10.5,20.7,3.6,3.6,1.7,1.6,1993
5474,Alonzo Mourning*,C,CHH,33.9,0.511,0.0,0.0,0.0,7.3,14.3,0.513,6.3,8.1,0.7809999999999999,3.4,6.9,1.0,0.3,3.5,3.0,3.7,0.586,0.003,0.5670000000000001,11.2,21.0,4.3,0.5,5.8,14.4,25.5,4.8,3.4,-0.1,0.2,1993
5475,Chris Mullin*,SF,GSW,41.3,0.51,1.3,2.9,0.451,9.0,17.3,0.519,4.0,4.9,0.81,0.9,4.1,3.6,1.5,0.9,3.0,1.7,0.578,0.14300000000000002,0.243,2.5,11.2,14.0,1.7,1.3,11.9,25.1,3.6,1.3,2.4,-0.7,1993
5476,Eric Murdock,PG,MIL,30.8,0.46799999999999997,0.4,1.5,0.261,5.2,10.3,0.498,2.9,3.7,0.78,1.2,2.4,7.6,2.2,0.1,2.6,2.2,0.534,0.127,0.316,4.5,9.0,38.2,3.6,0.2,16.3,22.4,4.0,2.2,2.8,-0.4,1993
5479,Dikembe Mutombo*,C,DEN,36.9,0.51,0.0,0.0,0.0,4.9,9.5,0.51,4.1,6.0,0.6809999999999999,4.2,8.9,1.8,0.5,3.5,2.6,3.5,0.5670000000000001,0.0,0.63,11.9,25.5,6.8,0.7,5.7,17.8,16.3,3.3,5.5,-1.0,3.7,1993
5480,Larry Nance,PF,CLE,35.8,0.5489999999999999,0.0,0.1,0.0,6.9,12.6,0.551,2.6,3.2,0.818,2.4,6.3,2.9,0.7,2.6,1.4,2.9,0.5870000000000001,0.004,0.254,8.0,19.3,12.1,1.0,4.4,9.0,19.1,6.3,4.4,1.7,2.7,1993
5485,Johnny Newman,SF,CHH,23.0,0.522,0.2,0.7,0.267,4.2,7.6,0.546,3.0,3.8,0.8079999999999999,1.1,1.1,1.8,0.7,0.3,1.4,2.4,0.597,0.084,0.449,5.5,4.9,11.4,1.5,0.7,12.3,20.5,3.1,0.6,1.6,-1.9,1993
5486,Ken Norman,SF,LAC,32.6,0.511,0.1,0.5,0.263,6.4,12.3,0.521,1.7,2.9,0.595,2.8,4.8,2.2,0.8,0.8,1.6,2.1,0.53,0.039,0.226,9.2,16.4,9.6,1.2,1.5,10.4,19.9,2.7,2.5,0.3,0.1,1993
5487,Shaquille O'Neal*,C,ORL,37.9,0.562,0.0,0.0,0.0,9.0,16.1,0.563,5.3,8.9,0.5920000000000001,4.2,9.6,1.9,0.7,3.5,3.8,4.0,0.584,0.002,0.5529999999999999,13.4,27.1,8.5,1.0,5.7,15.9,27.0,4.5,6.0,0.9,2.8,1993
5491,Charles Oakley,PF,NYK,27.2,0.508,0.0,0.0,0.0,2.7,5.2,0.509,1.5,2.1,0.722,3.5,5.1,1.5,1.0,0.2,1.5,3.5,0.556,0.002,0.408,14.8,20.3,8.0,1.9,0.5,19.6,12.3,2.2,5.1,-0.4,3.9,1993
5495,Hakeem Olajuwon*,C,HOU,39.5,0.529,0.0,0.1,0.0,10.3,19.5,0.532,5.4,7.0,0.779,3.5,9.6,3.5,1.8,4.2,3.2,3.7,0.5770000000000001,0.005,0.35600000000000004,10.5,25.9,15.8,2.4,6.5,12.4,28.8,7.9,8.0,3.0,5.4,1993
5497,Doug Overton,PG,WSB,22.0,0.47100000000000003,0.1,0.3,0.231,3.3,6.9,0.48100000000000004,1.3,1.8,0.728,0.6,1.8,3.5,0.7,0.1,1.6,1.8,0.51,0.04,0.251,2.8,9.4,23.3,1.5,0.4,16.7,18.5,0.1,0.4,-2.3,-1.7,1993
5498,Billy Owens,PF,GSW,32.5,0.501,0.0,0.3,0.091,6.6,13.0,0.51,3.2,4.9,0.639,2.9,4.2,3.9,0.9,0.8,2.9,2.8,0.534,0.022000000000000002,0.371,10.0,14.5,18.0,1.4,1.4,15.6,23.1,1.3,0.9,1.1,0.4,1993
5499,Robert Pack,PG,DEN,20.5,0.47,0.0,0.1,0.125,3.7,7.8,0.475,3.1,4.0,0.768,0.7,1.4,4.4,1.1,0.1,2.4,2.4,0.545,0.013000000000000001,0.513,3.5,7.3,31.9,2.5,0.4,19.9,23.9,1.4,1.7,0.1,-1.2,1993
5502,Robert Parish*,C,BOS,27.2,0.535,0.0,0.0,0.0,5.3,9.8,0.535,2.1,3.0,0.6890000000000001,3.1,6.3,0.8,0.7,1.4,1.5,2.5,0.565,0.0,0.302,13.1,25.8,4.2,1.3,3.1,12.0,20.2,3.4,3.4,0.0,0.7,1993
5503,John Paxson,PG,CHI,17.5,0.451,0.3,0.7,0.46299999999999997,1.5,3.3,0.44799999999999995,0.3,0.3,0.85,0.2,0.7,2.3,0.6,0.0,0.5,1.7,0.509,0.17600000000000002,0.086,1.0,4.5,17.1,1.9,0.1,11.4,11.5,1.1,0.8,-2.0,-1.9,1993
5505,Gary Payton*,PG,SEA,31.1,0.494,0.1,0.4,0.20600000000000002,5.7,11.3,0.505,1.8,2.4,0.77,1.2,2.3,4.9,2.2,0.3,1.8,3.0,0.529,0.035,0.204,4.3,8.7,22.7,3.5,0.6,12.4,19.8,4.2,3.6,1.9,1.2,1993
5506,Anthony Peeler,SG,LAL,21.5,0.46799999999999997,0.6,1.5,0.39,3.3,6.7,0.486,2.1,2.7,0.7859999999999999,0.8,1.5,2.2,0.8,0.2,1.6,2.5,0.5529999999999999,0.18600000000000003,0.325,4.4,8.0,15.3,1.8,0.5,14.5,21.9,1.7,1.0,0.3,-1.7,1993
5508,Sam Perkins,PF,TOT,29.8,0.47700000000000004,0.3,0.9,0.33799999999999997,4.5,9.2,0.49,3.2,3.9,0.82,2.1,4.6,2.0,0.8,1.0,1.4,2.8,0.555,0.08900000000000001,0.382,7.9,17.8,9.7,1.3,2.2,10.4,18.8,4.3,2.6,0.6,0.6,1993
5509,Sam Perkins,PF,LAL,32.4,0.45899999999999996,0.1,0.6,0.172,4.8,10.2,0.47600000000000003,3.8,4.5,0.8290000000000001,2.3,5.5,2.6,0.8,1.0,1.6,2.8,0.539,0.055,0.42100000000000004,7.9,19.4,11.8,1.3,2.0,10.8,18.9,2.5,1.6,0.2,0.9,1993
5510,Sam Perkins,PF,SEA,25.4,0.511,0.6,1.4,0.452,4.0,7.7,0.522,2.2,2.8,0.795,1.7,3.1,0.9,0.7,1.0,1.1,2.9,0.588,0.154,0.305,7.8,14.5,5.3,1.3,2.7,9.4,18.8,1.8,1.0,1.3,-0.1,1993
5511,Tim Perry,PF,PHI,26.0,0.46799999999999997,0.1,0.6,0.204,3.4,7.0,0.491,1.8,2.6,0.71,1.9,3.1,1.6,0.5,1.1,1.5,2.0,0.519,0.08,0.33799999999999997,8.0,13.1,8.9,0.9,2.5,14.9,16.6,0.7,1.3,-2.1,0.3,1993
5512,Chuck Person,SF,MIN,38.3,0.433,1.5,4.3,0.355,5.4,11.7,0.462,1.4,2.2,0.649,1.3,4.3,4.4,0.9,0.4,2.8,2.5,0.495,0.266,0.135,4.0,13.4,19.6,1.1,0.6,14.2,22.9,-1.1,1.1,-0.3,-1.4,1993
5513,Drazen Petrovic*,SG,NJN,38.0,0.518,1.1,2.4,0.449,7.3,13.8,0.529,4.5,5.2,0.87,0.6,2.1,3.5,1.3,0.2,2.9,3.4,0.605,0.147,0.319,1.7,6.1,15.3,1.8,0.3,13.6,23.6,5.8,2.6,3.0,-1.0,1993
5515,Ricky Pierce,SG,SEA,28.8,0.489,0.5,1.5,0.37200000000000005,6.3,12.4,0.503,4.1,4.6,0.889,0.8,1.7,2.9,1.3,0.1,2.1,2.2,0.5720000000000001,0.106,0.32899999999999996,3.0,7.2,15.5,2.3,0.2,11.5,26.3,5.4,2.3,2.6,-1.6,1993
5516,Ed Pinckney,PF,BOS,21.6,0.41700000000000004,0.0,0.0,0.0,1.4,3.4,0.41700000000000004,1.7,1.9,0.9229999999999999,2.0,4.1,0.1,0.6,1.0,1.1,1.9,0.5379999999999999,0.0,0.542,10.6,21.5,0.8,1.3,2.9,21.2,10.8,0.1,0.2,-4.0,0.6,1993
5517,Scottie Pippen*,SF,CHI,38.6,0.473,0.3,1.1,0.237,7.5,15.2,0.491,2.9,4.3,0.6629999999999999,2.5,5.2,6.3,2.1,0.9,3.0,2.7,0.51,0.07,0.264,7.3,16.0,24.0,2.9,1.6,14.2,23.9,3.8,4.8,2.0,2.3,1993
5519,Olden Polynice,C,DET,19.4,0.49,0.0,0.0,0.0,3.1,6.4,0.491,1.0,2.1,0.465,2.7,3.5,0.4,0.5,0.3,0.8,1.9,0.494,0.002,0.331,14.8,21.1,3.4,1.2,1.0,9.9,18.0,1.1,1.5,-2.0,-0.8,1993
5520,Terry Porter,PG,POR,35.6,0.45399999999999996,1.8,4.3,0.414,4.4,9.4,0.47200000000000003,4.0,4.8,0.843,0.7,3.2,5.2,1.2,0.1,2.5,1.5,0.5770000000000001,0.311,0.35,2.1,10.1,21.7,1.7,0.2,13.5,21.1,5.7,3.1,2.9,-0.5,1993
5523,Mark Price,PG,CLE,31.7,0.484,1.6,3.9,0.41600000000000004,4.7,9.2,0.512,3.9,4.1,0.948,0.5,2.2,8.0,1.2,0.1,2.6,1.4,0.609,0.297,0.309,1.9,7.6,38.1,1.9,0.3,14.9,24.5,7.4,2.3,5.5,-2.3,1993
5532,J.R. Reid,PF,TOT,22.7,0.47600000000000003,0.0,0.1,0.0,3.4,7.1,0.48,2.6,3.4,0.764,1.4,4.0,1.0,0.6,0.4,1.5,3.2,0.5429999999999999,0.008,0.47100000000000003,7.6,19.3,6.1,1.2,1.0,14.8,19.5,1.1,2.3,-2.2,-0.3,1993
5533,J.R. Reid,PF,CHH,17.4,0.429,0.0,0.1,0.0,2.5,5.7,0.433,2.5,3.4,0.741,1.2,2.9,1.4,0.6,0.3,1.4,2.9,0.514,0.01,0.5920000000000001,7.7,17.4,10.9,1.8,1.0,16.3,20.6,0.1,0.3,-2.3,-0.2,1993
5534,J.R. Reid,PF,SAS,24.1,0.485,0.0,0.1,0.0,3.7,7.5,0.489,2.6,3.4,0.77,1.5,4.3,0.8,0.5,0.4,1.5,3.3,0.5489999999999999,0.008,0.447,7.5,19.7,5.2,1.1,1.0,14.5,19.2,1.0,2.0,-2.2,-0.3,1993
5535,Glen Rice,SF,MIA,37.6,0.44,1.8,4.7,0.38299999999999995,5.3,11.4,0.46299999999999997,3.0,3.6,0.82,1.1,4.0,2.2,1.1,0.3,1.9,2.5,0.534,0.292,0.223,3.4,12.6,9.9,1.5,0.5,9.7,22.7,3.8,2.5,1.4,-1.0,1993
5536,Pooh Richardson,PG,IND,32.4,0.479,0.0,0.4,0.10300000000000001,4.5,9.1,0.496,1.2,1.7,0.742,0.9,2.8,7.7,1.3,0.2,2.3,1.8,0.508,0.040999999999999995,0.17600000000000002,2.9,9.2,33.6,2.0,0.3,18.1,16.3,2.5,1.5,0.1,-0.9,1993
5537,Mitch Richmond*,SG,SAC,38.4,0.474,1.1,2.9,0.369,7.2,14.5,0.495,4.4,5.2,0.845,0.4,3.0,4.9,1.2,0.2,2.9,3.0,0.5579999999999999,0.166,0.298,1.1,9.1,20.2,1.5,0.3,12.8,23.9,2.2,0.9,1.5,-1.8,1993
5538,Doc Rivers,PG,NYK,24.5,0.43700000000000006,0.5,1.6,0.317,2.3,4.8,0.47700000000000004,1.7,2.1,0.821,0.3,2.2,5.3,1.6,0.1,1.5,2.8,0.534,0.249,0.32799999999999996,1.6,9.5,31.1,3.3,0.3,16.8,15.6,2.4,4.1,0.3,2.1,1993
5539,Fred Roberts,C,MIL,18.8,0.528,0.2,0.4,0.414,2.7,5.1,0.536,1.7,2.1,0.799,1.2,1.8,1.5,0.7,0.3,0.8,1.7,0.596,0.068,0.395,7.0,11.4,11.7,1.9,1.2,11.8,16.4,3.0,1.0,0.5,-0.4,1993
5540,Stanley Roberts,C,LAC,23.6,0.527,0.0,0.0,0.0,4.9,9.2,0.527,1.6,3.2,0.488,2.4,3.9,0.8,0.4,1.8,1.6,4.3,0.531,0.0,0.34600000000000003,10.9,18.3,4.7,0.9,4.9,12.9,21.3,0.8,2.4,-2.1,0.4,1993
5541,Alvin Robertson,SG,TOT,29.1,0.45799999999999996,0.6,1.8,0.32799999999999996,3.0,6.0,0.496,1.2,1.9,0.6559999999999999,1.6,2.3,3.8,2.2,0.3,1.9,3.2,0.519,0.226,0.237,5.8,9.4,18.6,3.9,0.6,18.3,15.6,1.0,2.4,0.2,2.2,1993
5542,Alvin Robertson,SG,MIL,27.3,0.479,0.4,1.4,0.309,3.1,6.0,0.519,1.1,1.8,0.629,1.2,2.3,4.0,2.3,0.2,2.0,3.1,0.528,0.19,0.24100000000000002,5.1,9.9,21.0,4.2,0.6,19.4,16.0,0.4,1.2,-0.1,1.6,1993
5543,Alvin Robertson,SG,DET,31.4,0.434,0.8,2.2,0.34299999999999997,2.8,6.1,0.467,1.3,1.9,0.69,2.0,2.4,3.6,2.2,0.3,1.9,3.3,0.508,0.26899999999999996,0.233,6.8,8.9,16.0,3.6,0.6,16.9,15.1,0.6,1.2,0.5,2.9,1993
5544,Clifford Robinson,PF,POR,31.4,0.473,0.2,0.9,0.247,7.5,15.4,0.48700000000000004,3.5,5.1,0.69,2.0,4.6,2.2,1.2,2.0,2.1,3.5,0.517,0.057999999999999996,0.311,6.8,16.5,11.8,1.8,4.0,10.2,27.0,2.5,4.3,0.0,1.7,1993
5545,David Robinson*,C,SAS,39.2,0.501,0.0,0.2,0.17600000000000002,8.2,16.2,0.506,6.8,9.3,0.732,2.8,8.9,3.7,1.5,3.2,2.9,2.9,0.569,0.013000000000000001,0.568,8.6,24.8,15.0,2.0,5.1,12.5,26.4,6.7,6.4,2.4,4.3,1993
5547,Rumeal Robinson,PG,NJN,19.8,0.423,0.3,0.7,0.35700000000000004,3.1,7.3,0.43,1.4,2.4,0.574,0.6,1.4,4.0,1.2,0.2,1.8,2.1,0.46399999999999997,0.08800000000000001,0.306,3.4,7.6,31.0,3.0,0.5,16.2,22.9,-0.2,2.1,-0.9,-0.2,1993
5548,Dennis Rodman*,PF,DET,38.9,0.42700000000000005,0.2,1.2,0.205,2.7,5.7,0.47200000000000003,1.4,2.6,0.534,5.9,12.3,1.6,0.8,0.7,1.7,3.2,0.467,0.17,0.38,16.1,36.8,5.6,1.0,1.2,17.1,10.7,1.4,4.1,-2.0,2.8,1993
5550,Sean Rooks,C,DAL,29.0,0.493,0.0,0.0,0.0,5.1,10.3,0.494,3.3,5.4,0.602,2.7,4.7,1.3,0.5,1.1,2.2,2.8,0.528,0.003,0.521,9.3,19.3,7.3,0.9,2.5,14.8,21.0,0.8,0.7,-1.8,-0.7,1993
5551,Donald Royal,SF,ORL,21.2,0.496,0.0,0.0,0.0,2.5,5.0,0.5,4.1,5.1,0.815,1.5,2.3,1.0,0.5,0.3,1.5,2.3,0.627,0.008,0.997,8.5,11.7,7.0,1.1,0.9,16.7,17.8,3.5,1.5,0.2,-0.2,1993
5554,John Salley,PF,MIA,27.9,0.502,0.0,0.0,0.0,3.0,6.0,0.502,2.3,2.8,0.799,2.2,3.9,1.6,0.6,1.4,2.0,3.8,0.5710000000000001,0.0,0.469,8.9,16.5,8.7,1.1,3.3,21.4,14.4,0.9,1.6,-1.6,2.3,1993
5556,Mike Sanders,SF,CLE,22.4,0.49700000000000005,0.0,0.1,0.25,3.7,7.4,0.5,1.1,1.5,0.7559999999999999,1.0,2.2,1.4,0.7,0.6,1.1,2.8,0.528,0.01,0.19699999999999998,5.2,10.9,9.0,1.7,1.5,11.7,18.2,0.6,1.4,-1.9,0.2,1993
5557,Danny Schayes,C,MIL,16.1,0.39899999999999997,0.0,0.0,0.0,1.5,3.7,0.40399999999999997,1.6,2.0,0.818,1.0,2.5,1.1,0.5,0.5,0.9,2.1,0.498,0.011000000000000001,0.521,7.3,18.4,9.4,1.6,2.1,16.7,14.8,0.3,1.1,-3.7,0.8,1993
5560,Detlef Schrempf,PF,IND,37.8,0.47600000000000003,0.1,0.6,0.154,6.2,12.6,0.493,6.4,8.0,0.804,2.6,7.0,6.0,1.0,0.3,3.0,3.7,0.5710000000000001,0.048,0.602,7.5,19.9,23.2,1.3,0.6,15.0,22.1,7.6,2.9,3.2,0.9,1993
5561,Byron Scott,SG,LAL,28.9,0.449,0.8,2.3,0.326,4.3,9.0,0.48100000000000004,2.7,3.2,0.848,0.5,1.8,2.7,0.9,0.2,1.2,1.7,0.535,0.205,0.27899999999999997,1.8,7.3,14.2,1.6,0.5,8.6,20.7,2.4,0.9,0.6,-1.9,1993
5562,Dennis Scott,SF,ORL,32.6,0.431,2.0,5.0,0.40299999999999997,4.1,9.2,0.446,1.7,2.2,0.7859999999999999,0.7,2.7,2.5,1.1,0.3,1.9,2.4,0.527,0.35100000000000003,0.153,2.6,9.0,12.2,1.6,0.6,11.3,22.5,1.2,1.6,0.9,-0.8,1993
5564,Rony Seikaly,C,MIA,34.1,0.48,0.0,0.1,0.125,5.8,11.9,0.484,5.5,7.5,0.735,3.6,8.2,1.4,0.5,1.2,2.8,3.6,0.557,0.009000000000000001,0.622,11.9,28.0,6.7,0.8,2.2,15.5,23.1,3.2,3.3,-0.8,0.1,1993
5567,Brian Shaw,PG,MIA,23.6,0.39299999999999996,0.6,1.9,0.331,2.3,5.5,0.415,0.9,1.1,0.782,1.0,2.8,3.5,0.7,0.3,1.4,2.4,0.465,0.259,0.156,4.9,13.7,22.3,1.5,0.8,15.2,17.1,0.4,1.4,-0.9,0.2,1993
5568,Lionel Simmons,SF,SAC,36.3,0.444,0.0,0.2,0.091,6.8,15.1,0.447,4.3,5.3,0.8190000000000001,2.3,4.9,4.5,1.4,0.6,2.8,2.9,0.508,0.01,0.345,6.7,15.7,18.8,1.8,0.9,13.9,23.0,1.6,2.2,0.0,0.7,1993
5569,Scott Skiles,PG,ORL,39.6,0.467,1.0,3.0,0.34,4.3,8.4,0.512,3.7,4.2,0.892,0.7,3.1,9.4,1.1,0.0,3.4,3.1,0.581,0.264,0.364,2.0,8.2,34.8,1.4,0.0,20.5,18.1,5.6,2.4,2.2,-1.2,1993
5570,Charles Smith,SF,NYK,26.8,0.469,0.0,0.0,0.0,4.4,9.4,0.47,3.5,4.5,0.782,2.1,3.2,1.8,0.6,1.2,1.9,3.1,0.542,0.003,0.48,9.0,13.0,10.2,1.1,3.0,14.3,21.5,2.3,4.3,-0.8,2.7,1993
5571,Chris Smith,SG,MIN,15.8,0.433,0.0,0.2,0.14300000000000002,1.5,3.4,0.447,1.2,1.5,0.792,0.4,0.8,2.5,0.6,0.2,0.9,1.2,0.508,0.048,0.415,3.1,6.0,23.2,1.9,0.8,16.6,14.4,0.7,0.4,-2.5,-2.1,1993
5572,Doug Smith,PF,DAL,25.0,0.434,0.0,0.1,0.0,4.7,10.9,0.43700000000000006,0.9,1.2,0.757,1.6,3.8,1.7,0.8,0.9,1.9,4.6,0.45399999999999996,0.006,0.111,6.3,18.1,11.1,1.5,2.2,14.1,21.7,-1.6,0.7,-3.8,-0.3,1993
5573,Kenny Smith,PG,HOU,29.5,0.52,1.2,2.7,0.43799999999999994,3.5,6.4,0.5539999999999999,2.4,2.7,0.878,0.3,1.6,5.4,1.0,0.1,2.0,1.3,0.633,0.294,0.298,1.4,5.8,27.5,1.7,0.2,16.2,18.3,6.0,2.1,2.6,-2.0,1993
