index,player,pos,tm,mp_per_game,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,drb,ast,stl,blk,tov,pf,tspercent,x3par,ftr,orbpercent,drbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ows,dws,obpm,dbpm,i
14346,Carlos Delfino,SF,MIL,30.4,0.408,1.8,4.9,0.36700000000000005,2.2,4.9,0.45,1.2,1.6,0.782,0.7,4.6,2.7,1.1,0.3,1.6,1.8,0.526,0.499,0.163,2.4,18.0,14.0,1.8,0.7,13.2,18.0,1.1,3.7,-0.1,1.8,2010
14347,Luol Deng,SF,CHI,37.9,0.466,0.5,1.2,0.386,6.3,13.3,0.474,3.6,4.7,0.764,1.9,5.4,2.0,0.9,0.9,1.9,1.8,0.531,0.08199999999999999,0.325,5.6,15.8,9.1,1.3,1.8,10.4,21.9,2.5,3.4,-0.6,0.7,2010
14348,DeMar DeRozan,SG,TOR,21.6,0.498,0.1,0.2,0.25,3.3,6.4,0.506,1.9,2.5,0.763,0.9,2.0,0.7,0.6,0.2,0.8,2.3,0.5539999999999999,0.031,0.379,4.8,10.9,4.9,1.3,0.8,9.4,18.1,2.0,0.3,-0.9,-1.9,2010
14349,Boris Diaw,PF,CHA,35.4,0.483,0.8,2.5,0.32,3.7,6.9,0.541,1.4,1.8,0.769,1.6,3.6,4.0,0.7,0.7,2.2,2.7,0.552,0.266,0.19,5.5,11.9,18.9,1.1,1.6,17.5,16.2,2.4,3.8,0.3,1.6,2010
14355,Keyon Dooling,PG,NJN,18.3,0.39799999999999996,1.1,3.0,0.376,1.3,3.2,0.419,0.9,1.2,0.77,0.2,0.9,2.5,0.6,0.0,1.1,1.5,0.519,0.485,0.188,0.9,5.7,24.0,1.8,0.0,14.4,19.4,0.4,0.3,-0.4,-3.8,2010
14359,Toney Douglas,PG,NYK,19.4,0.45799999999999996,1.2,3.1,0.389,2.0,3.9,0.514,1.0,1.2,0.809,0.7,1.2,2.0,0.8,0.1,1.0,2.1,0.5710000000000001,0.44799999999999995,0.174,4.1,7.2,16.6,2.0,0.2,11.6,19.8,1.8,0.4,1.7,-2.4,2010
14360,Chris Douglas-Roberts,SF,NJN,25.8,0.445,0.2,0.8,0.259,3.6,7.7,0.46399999999999997,2.0,2.3,0.847,0.7,2.3,1.4,0.8,0.3,1.4,1.5,0.512,0.094,0.27399999999999997,2.9,10.7,9.5,1.7,0.8,13.1,19.6,-0.2,0.9,-2.9,-1.1,2010
14361,Goran Dragic,PG,PHO,18.0,0.452,0.9,2.4,0.39399999999999996,1.9,3.8,0.488,1.5,2.0,0.736,0.5,1.7,3.0,0.6,0.1,1.6,1.6,0.5660000000000001,0.38299999999999995,0.324,3.2,9.8,24.1,1.7,0.4,18.3,21.1,2.0,0.8,1.6,-1.2,2010
14362,Jared Dudley,SF,PHO,24.3,0.45899999999999996,1.5,3.2,0.45799999999999996,1.3,2.8,0.461,1.3,1.7,0.754,1.2,2.2,1.4,1.0,0.2,0.8,2.0,0.612,0.535,0.282,5.9,9.8,7.9,2.0,0.6,11.0,13.7,4.0,1.3,3.3,0.4,2010
14363,Chris Duhon,PG,NYK,30.9,0.373,1.3,3.9,0.349,1.2,2.9,0.40399999999999997,1.0,1.4,0.716,0.4,2.2,5.6,0.9,0.0,1.6,1.2,0.501,0.5720000000000001,0.21100000000000002,1.5,8.4,25.9,1.5,0.1,18.2,13.1,1.5,0.5,-0.9,-2.0,2010
14364,Tim Duncan,C,SAS,31.3,0.518,0.0,0.1,0.182,7.2,13.7,0.522,3.5,4.8,0.725,2.8,7.3,3.2,0.6,1.5,1.8,1.9,0.56,0.01,0.34600000000000003,10.8,26.8,17.8,1.0,3.5,10.1,26.0,6.4,4.5,2.4,3.2,2010
14365,Mike Dunleavy,SF,IND,22.2,0.41,1.1,3.5,0.318,2.3,4.8,0.478,2.0,2.4,0.8420000000000001,0.4,3.1,1.5,0.6,0.2,1.1,1.6,0.531,0.423,0.28300000000000003,1.8,15.6,11.3,1.3,0.7,10.3,20.7,0.8,1.5,-0.9,-1.0,2010
14366,Kevin Durant,SF,OKC,39.5,0.47600000000000003,1.6,4.3,0.365,8.1,16.1,0.506,9.2,10.2,0.9,1.3,6.3,2.8,1.4,1.0,3.3,2.1,0.607,0.21,0.504,3.8,17.9,13.5,1.8,1.9,11.7,32.0,11.1,5.0,4.9,0.2,2010
14367,Wayne Ellington,SG,MIN,18.2,0.424,0.8,2.1,0.395,1.7,3.8,0.441,0.8,0.9,0.871,0.4,1.7,1.0,0.3,0.1,1.0,0.9,0.527,0.36200000000000004,0.156,2.6,10.4,8.3,0.7,0.3,13.4,17.4,0.3,0.1,-2.1,-2.6,2010
14368,Monta Ellis,SG,GSW,41.4,0.449,1.2,3.6,0.33799999999999997,8.7,18.4,0.47,4.6,6.1,0.753,0.7,3.3,5.3,2.2,0.4,3.8,3.0,0.517,0.162,0.276,1.9,9.0,21.2,2.6,0.7,13.4,29.5,0.0,1.3,-0.1,-1.4,2010
14372,Maurice Evans,SF,ATL,16.7,0.445,0.7,2.1,0.337,1.5,2.8,0.527,0.6,0.8,0.754,0.7,1.2,0.6,0.4,0.2,0.3,1.6,0.539,0.43,0.155,5.2,8.5,5.5,1.4,1.0,4.5,15.4,2.1,1.1,0.7,-1.4,2010
14374,Tyreke Evans,SG,SAC,37.2,0.45799999999999996,0.5,2.0,0.255,6.9,14.2,0.485,4.8,6.5,0.748,0.9,4.4,5.8,1.5,0.4,3.0,2.8,0.529,0.121,0.39899999999999997,2.8,13.6,26.1,2.1,0.7,13.6,26.2,3.3,2.1,1.6,0.0,2010
14375,Jordan Farmar,PG,LAL,18.0,0.435,1.0,2.8,0.376,1.7,3.5,0.483,0.7,1.0,0.6709999999999999,0.2,1.4,1.5,0.6,0.1,0.9,1.3,0.535,0.445,0.165,1.1,8.8,13.4,1.8,0.6,11.5,19.0,1.0,1.8,-0.5,-1.0,2010
14376,Raymond Felton,PG,CHA,33.0,0.45899999999999996,0.8,2.0,0.385,4.1,8.6,0.475,1.7,2.2,0.763,0.7,2.9,5.6,1.5,0.3,2.1,2.2,0.525,0.184,0.204,2.5,10.5,29.5,2.5,0.7,15.4,19.2,2.5,4.0,0.5,1.1,2010
14377,Rudy Fernandez,SG,POR,23.2,0.37799999999999995,1.6,4.3,0.368,1.0,2.5,0.395,1.4,1.6,0.867,0.6,2.1,2.0,1.0,0.2,1.2,1.4,0.54,0.629,0.23199999999999998,3.0,11.2,13.8,2.4,0.6,13.4,17.7,1.4,1.6,1.5,0.3,2010
14379,Michael Finley,SF,TOT,15.4,0.44,0.7,1.8,0.39,1.1,2.2,0.48,0.2,0.3,0.5329999999999999,0.1,1.4,0.9,0.2,0.1,0.5,0.7,0.53,0.446,0.08199999999999999,1.0,10.7,9.2,0.7,0.6,9.9,13.8,0.3,0.7,-1.9,-0.7,2010
14380,Michael Finley,SF,SAS,15.8,0.381,0.5,1.6,0.317,1.0,2.2,0.429,0.2,0.4,0.667,0.2,1.3,0.8,0.2,0.2,0.5,0.5,0.461,0.423,0.09300000000000001,1.5,9.6,6.8,0.8,0.7,11.4,13.2,-0.2,0.4,-3.4,-0.2,2010
14381,Michael Finley,SF,BOS,15.0,0.506,0.9,2.0,0.46299999999999997,1.2,2.2,0.5429999999999999,0.1,0.3,0.33299999999999996,0.0,1.5,1.1,0.2,0.1,0.4,1.0,0.608,0.47100000000000003,0.069,0.4,12.2,12.2,0.7,0.5,8.2,14.6,0.4,0.3,0.0,-1.3,2010
14382,Derek Fisher,PG,LAL,27.2,0.38,1.0,2.7,0.348,1.6,4.1,0.401,1.4,1.6,0.856,0.3,1.8,2.5,1.1,0.1,1.0,2.5,0.499,0.401,0.237,1.3,7.2,12.9,2.1,0.3,11.2,14.0,1.2,2.7,-1.2,0.4,2010
14383,Jonny Flynn,PG,MIN,28.9,0.41700000000000004,1.0,2.7,0.358,4.0,9.1,0.434,2.8,3.3,0.826,0.3,2.1,4.4,1.0,0.0,2.9,1.2,0.511,0.226,0.284,1.1,8.1,24.7,1.8,0.1,17.9,24.2,-0.6,0.7,-1.2,-2.5,2010
14384,T.J. Ford,PG,IND,25.3,0.445,0.2,1.1,0.16,3.8,7.8,0.484,2.2,2.9,0.77,0.9,2.3,3.8,0.9,0.2,1.9,2.2,0.507,0.12,0.32299999999999995,3.7,10.0,24.8,1.8,0.7,15.9,21.0,0.3,1.1,-1.5,-0.3,2010
14385,Jeff Foster,C,IND,15.9,0.478,0.0,0.1,0.0,1.4,2.8,0.489,0.3,0.6,0.556,2.1,2.9,1.3,0.2,0.3,0.9,2.8,0.49,0.022000000000000002,0.196,14.4,20.3,12.1,0.6,1.1,21.9,11.1,0.2,0.3,-2.6,1.3,2010
14386,Randy Foye,PG,WAS,23.8,0.414,0.9,2.6,0.34600000000000003,2.8,6.2,0.442,1.8,2.1,0.89,0.2,1.6,3.3,0.5,0.1,1.3,1.8,0.516,0.294,0.23399999999999999,1.1,8.0,22.6,1.0,0.5,12.1,21.1,1.6,0.7,0.1,-2.6,2010
14387,Channing Frye,C,PHO,27.0,0.451,2.1,4.8,0.439,1.8,3.8,0.466,1.2,1.5,0.81,0.8,4.5,1.4,0.8,0.9,0.9,3.2,0.598,0.5579999999999999,0.172,3.6,17.6,7.4,1.5,2.4,8.8,16.7,4.3,2.2,2.8,0.9,2010
14390,Danilo Gallinari,SF,NYK,33.9,0.423,2.3,6.0,0.381,2.5,5.4,0.469,3.1,3.8,0.818,0.8,4.1,1.7,0.9,0.7,1.4,2.4,0.575,0.526,0.331,2.6,14.0,7.6,1.4,1.6,9.4,19.3,4.1,1.5,1.3,-1.0,2010
14391,Francisco Garcia,SG,SAC,23.0,0.466,0.9,2.4,0.39,2.4,4.7,0.504,0.6,0.7,0.882,0.4,2.2,1.8,0.4,0.8,0.8,2.0,0.55,0.335,0.09699999999999999,2.2,11.1,12.1,0.9,2.4,10.3,15.7,0.6,0.3,-0.7,-0.4,2010
14392,Kevin Garnett,PF,BOS,29.9,0.521,0.0,0.1,0.2,5.8,11.1,0.523,2.7,3.2,0.8370000000000001,1.1,6.2,2.7,1.0,0.8,1.5,2.5,0.569,0.006,0.28600000000000003,4.8,24.8,15.7,1.7,2.2,10.4,22.1,3.6,3.8,0.0,2.6,2010
14393,Marc Gasol,C,MEM,35.8,0.581,0.0,0.0,0.0,5.5,9.4,0.5820000000000001,3.7,5.4,0.67,3.0,6.3,2.4,1.0,1.6,2.0,3.7,0.617,0.002,0.578,9.8,20.5,10.2,1.4,3.4,14.2,16.9,5.9,2.5,2.1,2.3,2010
14394,Pau Gasol,C,LAL,37.0,0.536,0.0,0.1,0.0,7.0,12.9,0.539,4.4,5.6,0.79,3.7,7.6,3.4,0.6,1.7,2.2,2.3,0.593,0.006,0.429,11.4,22.7,15.0,0.8,3.5,12.5,21.4,6.8,4.2,2.4,3.0,2010
14395,Rudy Gay,SF,MEM,39.7,0.466,0.8,2.5,0.327,6.7,13.6,0.49200000000000005,3.8,5.0,0.753,1.4,4.5,1.9,1.5,0.8,2.1,2.5,0.535,0.157,0.311,4.2,13.2,7.8,1.9,1.5,10.3,22.5,4.0,2.4,0.7,-0.2,2010
14396,Alonzo Gee,SG,WAS,16.5,0.475,0.6,0.8,0.778,1.9,4.5,0.42,1.6,2.6,0.621,1.4,1.6,0.6,0.6,0.1,0.9,1.2,0.564,0.153,0.49200000000000005,9.3,11.6,6.4,2.0,0.4,12.2,20.4,0.3,0.1,0.2,-1.6,2010
14397,Devean George,SF,GSW,16.9,0.43200000000000005,1.1,2.7,0.39,0.9,1.8,0.494,0.4,0.5,0.696,0.5,2.1,0.7,0.9,0.2,0.3,2.0,0.56,0.597,0.11199999999999999,3.0,13.8,5.8,2.6,0.9,6.5,13.0,0.8,0.5,0.0,-0.6,2010
14398,Daniel Gibson,PG,CLE,19.1,0.466,1.3,2.7,0.47700000000000004,1.0,2.1,0.45399999999999996,0.6,0.9,0.6940000000000001,0.2,1.1,1.3,0.4,0.1,0.6,1.4,0.613,0.556,0.183,1.5,6.4,9.8,1.2,0.5,11.1,14.2,1.6,1.0,0.8,-1.2,2010
14399,Taj Gibson,PF,CHI,26.9,0.494,0.0,0.0,0.0,3.8,7.7,0.494,1.4,2.1,0.6459999999999999,2.8,4.7,0.9,0.6,1.3,1.4,3.4,0.521,0.0,0.278,11.6,19.2,5.0,1.2,3.6,13.9,16.7,1.2,3.5,-2.3,1.8,2010
14404,Manu Ginobili,SG,SAS,28.7,0.441,1.8,4.7,0.377,3.5,7.4,0.48100000000000004,4.1,4.7,0.87,0.9,2.9,4.9,1.4,0.3,2.1,2.1,0.584,0.38799999999999996,0.39299999999999996,3.8,11.6,28.2,2.5,0.8,12.7,25.8,6.5,3.2,5.6,0.7,2010
14405,Ryan Gomes,SF,MIN,29.1,0.447,1.0,2.6,0.37200000000000005,3.3,7.0,0.475,1.4,1.7,0.825,1.0,3.6,1.6,0.8,0.2,1.3,2.0,0.528,0.272,0.172,3.8,14.0,8.8,1.4,0.5,10.8,17.4,1.5,0.9,-0.8,-0.9,2010
14406,Drew Gooden,C,TOT,25.1,0.478,0.0,0.1,0.125,4.1,8.5,0.483,2.7,3.1,0.861,3.0,4.8,0.7,0.6,0.8,1.5,2.8,0.547,0.013000000000000001,0.359,13.7,21.9,4.4,1.2,2.5,13.4,21.0,2.3,2.2,-1.6,-0.3,2010
14407,Drew Gooden,C,DAL,22.4,0.467,0.0,0.1,0.16699999999999998,3.4,7.2,0.473,2.0,2.5,0.809,2.7,4.2,0.6,0.6,1.1,1.2,2.8,0.528,0.018000000000000002,0.342,13.9,21.2,4.0,1.3,3.6,12.7,19.8,1.1,1.6,-2.1,0.7,2010
14408,Drew Gooden,PF,LAC,30.2,0.49200000000000005,0.0,0.1,0.0,5.5,11.0,0.496,3.9,4.2,0.9209999999999999,3.5,5.9,0.9,0.6,0.3,2.2,2.7,0.5720000000000001,0.008,0.38,13.4,22.8,5.0,1.1,0.8,14.3,22.6,1.1,0.6,-1.0,-1.7,2010
14409,Ben Gordon,SG,DET,27.9,0.41600000000000004,1.2,3.8,0.321,3.5,7.5,0.465,3.2,3.7,0.861,0.4,1.5,2.7,0.8,0.1,1.9,2.4,0.534,0.335,0.32899999999999996,1.7,7.0,16.7,1.5,0.3,12.9,24.5,1.8,0.4,1.0,-3.1,2010
14410,Eric Gordon,SG,LAC,36.0,0.449,1.9,5.2,0.371,3.8,7.5,0.503,3.6,4.8,0.742,0.4,2.2,3.0,1.1,0.2,2.3,1.5,0.5710000000000001,0.409,0.381,1.3,7.1,13.8,1.6,0.5,13.6,21.5,2.3,0.9,1.3,-1.7,2010
14414,Danny Granger,SF,IND,36.7,0.428,2.5,7.1,0.361,5.3,11.3,0.47100000000000003,5.9,6.9,0.848,1.1,4.4,2.8,1.5,0.8,2.5,3.0,0.564,0.385,0.376,3.2,13.3,13.6,2.0,1.6,10.6,28.7,3.5,2.7,3.1,-0.4,2010
14419,Jeff Green,PF,OKC,37.1,0.45299999999999996,1.3,3.8,0.33299999999999996,4.6,9.2,0.503,2.0,2.7,0.74,1.4,4.6,1.6,1.3,0.9,1.6,2.7,0.53,0.292,0.20800000000000002,4.3,13.9,7.2,1.8,1.8,10.4,19.2,2.5,4.2,0.0,1.1,2010
14420,Willie Green,SG,PHI,21.3,0.457,0.6,1.9,0.34600000000000003,2.8,5.6,0.494,1.3,1.6,0.833,0.3,1.5,2.1,0.4,0.2,0.9,1.8,0.5379999999999999,0.25,0.21,1.5,8.4,15.8,1.1,0.6,10.1,19.4,1.8,0.3,-0.3,-3.0,2010
14421,Donte Greene,SF,SAC,21.4,0.441,0.9,2.4,0.377,2.3,4.9,0.473,1.2,1.8,0.643,0.7,2.4,0.9,0.5,0.7,1.2,2.0,0.526,0.331,0.253,3.7,12.9,6.8,1.3,2.4,13.1,19.2,0.3,1.2,-1.8,-0.6,2010
14426,Richard Hamilton,SG,DET,33.7,0.409,0.9,3.0,0.297,5.5,12.6,0.435,4.4,5.2,0.846,0.7,2.0,4.4,0.7,0.1,2.5,2.5,0.505,0.192,0.336,2.2,7.7,23.5,1.0,0.2,12.3,27.9,1.2,0.1,0.9,-3.4,2010
14427,Tyler Hansbrough,PF,IND,17.6,0.36,0.0,0.1,0.0,2.8,7.6,0.36700000000000005,2.9,3.9,0.743,2.1,2.7,1.0,0.6,0.3,0.7,2.4,0.44799999999999995,0.018000000000000002,0.502,12.7,16.8,9.0,1.6,1.1,7.1,25.5,0.1,0.6,-3.0,-1.2,2010
14428,James Harden,SG,OKC,22.9,0.40299999999999997,1.2,3.3,0.375,1.8,4.3,0.424,2.6,3.2,0.8079999999999999,0.6,2.6,1.8,1.1,0.3,1.4,2.6,0.551,0.429,0.415,3.2,12.7,12.3,2.4,0.9,13.4,20.4,2.0,2.5,0.7,0.3,2010
14429,Al Harrington,PF,NYK,30.5,0.435,1.9,5.7,0.342,4.3,8.6,0.496,3.3,4.4,0.757,1.2,4.4,1.5,0.9,0.4,1.8,2.9,0.546,0.397,0.308,4.5,16.7,8.6,1.4,0.9,10.1,26.8,2.2,1.3,0.7,-2.6,2010
14430,Devin Harris,PG,NJN,34.7,0.40299999999999997,0.9,3.4,0.276,4.6,10.4,0.444,4.8,6.0,0.7979999999999999,0.4,2.8,6.6,1.2,0.3,2.8,2.8,0.512,0.245,0.43700000000000006,1.2,9.7,34.6,1.9,0.6,14.7,25.5,1.5,1.2,1.5,-2.0,2010
14437,Udonis Haslem,PF,MIA,27.9,0.494,0.0,0.0,0.0,4.0,8.1,0.494,1.9,2.5,0.762,2.1,5.9,0.7,0.4,0.3,1.0,2.2,0.5379999999999999,0.0,0.305,9.1,24.8,3.9,0.7,0.9,9.5,17.1,2.8,3.2,-2.3,-0.3,2010
14438,Trenton Hassell,SF,NJN,21.3,0.41100000000000003,0.0,0.1,0.0,1.7,4.1,0.42100000000000004,1.0,1.3,0.754,1.1,1.8,1.0,0.3,0.2,0.9,1.8,0.465,0.023,0.315,5.6,10.5,7.2,0.8,0.6,15.9,12.3,-0.4,0.3,-4.5,-0.7,2010
14439,Spencer Hawes,C,SAC,26.4,0.46799999999999997,0.4,1.2,0.299,4.0,8.0,0.494,1.0,1.5,0.6890000000000001,2.0,4.0,2.2,0.4,1.2,1.8,2.8,0.507,0.131,0.159,8.6,17.7,13.2,0.9,3.2,15.5,19.6,0.5,1.6,-1.4,1.1,2010
14440,Chuck Hayes,C,HOU,21.6,0.489,0.0,0.0,0.0,2.0,4.0,0.489,0.4,0.8,0.545,1.8,3.8,1.7,0.9,0.5,0.9,2.7,0.5,0.0,0.201,9.4,21.1,11.4,2.1,1.8,17.1,10.8,1.2,2.4,-2.1,3.3,2010
14441,Jarvis Hayes,SF,NJN,23.0,0.42100000000000004,1.3,4.0,0.335,1.7,3.3,0.523,0.3,0.4,0.778,0.2,2.2,0.9,0.6,0.2,0.6,2.0,0.521,0.546,0.055,1.0,11.5,6.7,1.5,0.6,7.7,16.2,0.3,0.5,-1.1,-1.8,2010
14442,Brendan Haywood,C,TOT,30.6,0.562,0.0,0.0,0.0,3.6,6.4,0.563,2.0,3.2,0.62,3.6,5.7,0.6,0.3,2.1,1.3,2.7,0.588,0.002,0.499,13.5,21.5,2.8,0.6,5.1,14.2,13.5,3.7,3.0,-1.0,1.8,2010
14443,Brendan Haywood,C,WAS,32.9,0.561,0.0,0.0,0.0,3.8,6.8,0.561,2.1,3.2,0.6459999999999999,4.1,6.3,0.4,0.4,2.1,1.4,3.0,0.591,0.0,0.47200000000000003,14.1,22.2,1.7,0.6,4.8,14.2,13.2,2.6,1.9,-1.0,1.2,2010
14444,Brendan Haywood,C,DAL,26.5,0.564,0.0,0.0,0.0,3.1,5.5,0.568,1.8,3.1,0.575,2.8,4.6,0.9,0.3,2.0,1.1,2.3,0.5820000000000001,0.006,0.5579999999999999,12.2,19.9,5.0,0.6,5.8,14.1,14.0,1.1,1.1,-1.1,3.0,2010
14445,Luther Head,SG,IND,17.3,0.43700000000000006,0.8,2.2,0.35200000000000004,2.1,4.4,0.48100000000000004,1.0,1.2,0.828,0.1,1.6,1.5,0.4,0.2,1.1,1.1,0.53,0.33799999999999997,0.18600000000000003,0.8,10.0,14.8,1.1,0.8,13.8,21.2,-0.1,0.6,-2.2,-1.9,2010
14447,Roy Hibbert,C,IND,25.1,0.495,0.0,0.1,0.5,4.7,9.6,0.495,2.1,2.8,0.754,2.2,3.5,2.0,0.4,1.6,1.8,3.5,0.537,0.008,0.28600000000000003,9.4,15.5,13.5,0.7,4.6,14.1,22.2,1.6,2.5,-1.4,1.8,2010
14448,J.J. Hickson,PF,CLE,20.9,0.5539999999999999,0.0,0.0,0.0,3.6,6.4,0.555,1.4,2.0,0.6809999999999999,1.4,3.6,0.5,0.4,0.5,1.1,1.6,0.58,0.002,0.312,8.2,19.5,3.9,1.1,1.8,13.4,18.9,1.8,2.5,-2.3,-0.3,2010
14449,Nene Hilario,C,DEN,33.6,0.5870000000000001,0.0,0.0,0.0,5.1,8.7,0.589,3.6,5.1,0.7040000000000001,2.0,5.6,2.5,1.4,1.0,1.5,3.4,0.631,0.003,0.58,7.0,19.1,11.6,2.1,2.2,12.2,16.5,7.1,3.7,2.1,2.5,2010
14450,George Hill,PG,SAS,29.2,0.478,1.0,2.4,0.39899999999999997,3.6,7.1,0.505,2.3,3.0,0.772,0.5,2.1,2.9,0.9,0.3,1.3,2.8,0.5720000000000001,0.255,0.321,2.2,8.2,15.5,1.6,0.8,10.7,19.0,4.1,2.6,1.3,0.2,2010
14451,Grant Hill*,SF,PHO,30.0,0.478,0.4,1.0,0.43799999999999994,3.7,7.7,0.483,2.5,3.1,0.8170000000000001,0.9,4.6,2.4,0.7,0.4,1.3,2.0,0.561,0.114,0.35700000000000004,3.6,16.3,11.2,1.2,1.0,11.7,16.8,3.7,1.8,0.3,0.9,2010
14454,Jordan Hill,PF,HOU,16.2,0.532,0.0,0.0,0.0,2.5,4.7,0.532,1.3,2.0,0.66,1.9,3.0,0.6,0.2,0.5,0.8,2.4,0.5670000000000001,0.0,0.431,13.1,22.4,5.6,0.5,2.3,12.2,17.6,0.6,0.4,-1.7,-0.5,2010
14455,Kirk Hinrich,SG,CHI,33.5,0.409,1.4,3.8,0.371,2.8,6.4,0.431,1.1,1.5,0.752,0.3,3.2,4.5,1.1,0.3,1.5,2.8,0.501,0.37200000000000005,0.15,1.1,10.4,20.5,1.8,0.7,12.3,16.6,1.2,2.8,-0.3,0.3,2010
14456,Jrue Holiday,PG,PHI,24.2,0.442,0.8,2.2,0.39,2.3,4.9,0.465,0.9,1.2,0.7559999999999999,0.8,1.8,3.8,1.1,0.2,2.1,2.1,0.526,0.306,0.165,3.7,9.1,24.4,2.3,0.8,21.9,18.4,0.2,1.0,-0.8,-1.0,2010
14457,Ryan Hollins,C,MIN,16.8,0.5579999999999999,0.0,0.0,0.0,2.3,4.1,0.56,1.5,2.2,0.69,1.1,1.8,0.7,0.3,0.5,1.3,2.7,0.6,0.003,0.521,7.1,11.9,6.4,0.8,2.3,20.3,16.6,0.8,0.5,-2.6,-0.7,2010
14458,Al Horford,C,ATL,35.1,0.551,0.0,0.0,1.0,5.8,10.4,0.551,2.6,3.3,0.789,2.9,7.0,2.3,0.7,1.1,1.5,2.8,0.594,0.001,0.319,9.6,23.3,10.4,1.1,2.4,11.2,17.6,6.9,3.9,1.5,1.9,2010
14459,Eddie House,PG,TOT,17.9,0.38,1.2,3.3,0.348,1.4,3.4,0.41200000000000003,0.7,0.8,0.9229999999999999,0.2,1.4,1.3,0.6,0.1,0.7,1.2,0.495,0.499,0.114,1.3,9.3,11.0,1.7,0.5,9.0,20.0,0.0,1.1,-1.4,-1.8,2010
14460,Eddie House,PG,BOS,16.9,0.401,1.3,3.3,0.38299999999999995,1.3,3.1,0.419,0.7,0.8,0.9,0.1,1.2,1.0,0.6,0.1,0.5,1.2,0.527,0.519,0.124,1.0,8.7,9.2,1.7,0.7,7.4,20.3,0.4,1.0,-0.3,-1.6,2010
14461,Eddie House,SG,NYK,20.6,0.331,0.8,3.3,0.25,1.6,4.1,0.397,0.7,0.7,1.0,0.3,1.9,2.1,0.7,0.0,1.1,1.1,0.41600000000000004,0.451,0.09,1.8,10.6,14.9,1.7,0.0,12.6,19.3,-0.5,0.1,-3.8,-2.3,2010
14462,Dwight Howard,C,ORL,34.7,0.612,0.0,0.1,0.0,6.2,10.1,0.617,5.9,10.0,0.5920000000000001,3.5,9.7,1.8,0.9,2.8,3.3,3.5,0.63,0.008,0.978,12.0,31.3,8.7,1.4,6.0,18.7,23.9,6.1,7.1,0.4,5.0,2010
14463,Josh Howard,SF,TOT,26.2,0.405,0.7,2.5,0.267,3.8,8.6,0.444,3.1,4.0,0.784,0.9,2.7,1.4,0.7,0.3,1.3,2.6,0.496,0.222,0.358,3.8,11.8,8.5,1.5,0.9,9.3,24.8,0.2,0.9,-1.8,-1.5,2010
14464,Josh Howard,SF,DAL,26.7,0.401,0.6,2.4,0.267,3.8,8.6,0.43799999999999994,3.0,3.8,0.79,0.8,2.8,1.4,0.7,0.3,1.4,2.5,0.49200000000000005,0.21899999999999997,0.348,3.6,11.8,8.5,1.4,0.8,9.8,24.3,0.0,0.8,-2.1,-1.4,2010
14465,Josh Howard,SF,WAS,22.8,0.435,0.8,2.8,0.273,4.3,8.8,0.486,3.8,5.0,0.75,1.0,2.3,1.0,0.8,0.5,0.8,3.3,0.529,0.239,0.435,5.0,11.6,8.2,1.7,1.7,5.2,28.8,0.2,0.1,1.3,-3.1,2010
14466,Juwan Howard,C,POR,22.4,0.509,0.0,0.0,0.0,2.6,5.1,0.511,0.8,1.0,0.7859999999999999,1.5,3.1,0.8,0.4,0.1,1.0,2.6,0.5379999999999999,0.003,0.187,8.1,17.3,5.9,0.9,0.5,15.1,13.9,1.1,1.6,-2.1,0.3,2010
14470,Larry Hughes,SG,TOT,24.8,0.355,1.0,3.1,0.309,2.1,5.5,0.381,2.1,2.5,0.8320000000000001,0.5,2.6,3.0,1.2,0.3,1.7,1.6,0.47200000000000003,0.36,0.293,2.4,12.4,18.9,2.4,1.0,14.7,20.9,-0.3,1.0,-2.0,-0.2,2010
14471,Larry Hughes,SG,NYK,26.5,0.366,0.9,3.1,0.289,2.4,5.9,0.40700000000000003,2.1,2.5,0.823,0.5,3.0,3.5,1.3,0.4,1.8,1.7,0.473,0.348,0.28300000000000003,2.2,13.3,20.1,2.5,1.0,15.1,20.4,-0.2,0.6,-2.0,-0.2,2010
14472,Larry Hughes,SG,CHA,21.1,0.327,1.1,3.0,0.35700000000000004,1.4,4.6,0.308,2.1,2.4,0.853,0.5,1.8,2.0,0.9,0.3,1.4,1.2,0.467,0.39299999999999996,0.318,2.9,10.0,15.8,2.2,1.1,13.5,22.2,-0.1,0.4,-2.1,-0.2,2010
14473,Kris Humphries,PF,TOT,17.7,0.441,0.0,0.0,0.0,2.6,5.9,0.442,1.8,2.8,0.6679999999999999,1.7,3.7,0.5,0.5,0.7,1.0,2.1,0.495,0.002,0.466,11.0,25.1,4.5,1.5,2.9,11.8,21.0,0.3,1.6,-4.1,-0.5,2010
14475,Kris Humphries,PF,NJN,20.6,0.433,0.0,0.0,0.0,2.9,6.6,0.435,2.3,3.3,0.6990000000000001,1.9,4.6,0.6,0.7,0.8,1.2,2.3,0.498,0.003,0.498,10.0,26.7,4.8,1.7,3.0,12.9,20.8,0.1,1.1,-4.4,-0.2,2010
